Phase,Block,Floor,FloorLevel,Room,Size,Size_Category,Price,AvgPrice,Date,Direction,View,Distance,View_Score
 6 Maywood ,5,24,Mid, G,544,Middle_Unit,3792000,6971,30/12/2014,South East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,9,25,Mid, G,547,Middle_Unit,3700000,6764,30/12/2014,East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,8,27,High, D,551,Middle_Unit,4650000,8439,30/12/2014,North,10. Poor Street (Light Rail Track / Road),500,2
 7 Kenswood ,6,34,High, C,546,Middle_Unit,4000000,7326,30/12/2014,South East,4. Good Open (Distant Greenery),1400,7
 3 Chestwood ,2,26,High, F,449,Small_Unit,3310000,7372,30/12/2014,North,8. Normal (Poor Direction - N/W),1300,4.5
 5 Lynwood ,8,25,Mid, A,635,Large_Unit,4168000,6564,30/12/2014,South East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,6,22,Mid, F,441,Small_Unit,3430000,7778,30/12/2014,North,4. Good Open (Distant Greenery),1500,7
 1 Locwood ,4,31,High, G,548,Middle_Unit,3900000,7117,29/12/2014,North East,10. Poor Street (Light Rail Track / Road),450,2
 5 Lynwood ,8,35,High, E,446,Small_Unit,3300000,7399,29/12/2014,North West,10. Poor Street (Busy Road),1500,2
 7 Kenswood ,4,22,Mid, G,547,Middle_Unit,3768000,6888,29/12/2014,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,14,27,High, F,449,Small_Unit,3418000,7612,24/12/2014,North East,10. Poor Street (Light Rail Track / Road),500,2
 2 Sherwood ,3,21,Mid, B,633,Large_Unit,3868000,6111,24/12/2014,South,1. Premium Plus (Full Park),500,9
 2 Sherwood ,4,35,High, C,551,Middle_Unit,3668000,6657,23/12/2014,South West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,9,12,Mid, C,546,Middle_Unit,3848000,7048,23/12/2014,South West,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,7,33,High, F,442,Small_Unit,3360000,7602,23/12/2014,North East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,3,21,Mid, B,633,Large_Unit,4000000,6319,23/12/2014,South,2. Premium (Open Channel/Greenery),450,8.5
 6 Maywood ,8,4,Low, C,544,Middle_Unit,3500000,6434,23/12/2014,South East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,9,15,Mid, E,446,Small_Unit,3420000,7668,22/12/2014,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,2,13,Mid, B,633,Large_Unit,3880000,6130,22/12/2014,South West,2. Premium (Open Channel/Greenery),450,8.5
 6 Maywood ,2,10,Low, E,441,Small_Unit,3390000,7687,22/12/2014,North,4. Good Open (Distant Greenery),1500,7
 3 Chestwood ,2,23,Mid, H,549,Middle_Unit,3900000,7104,22/12/2014,North,8. Normal (Poor Direction - N/W),1300,4.5
 5 Lynwood ,8,26,High, A,635,Large_Unit,4360000,6866,19/12/2014,South East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,5,28,High, H,540,Middle_Unit,3940000,7296,19/12/2014,South East,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,5,28,High, G,544,Middle_Unit,3940000,7243,19/12/2014,South East,6. Normal (Good Direction - S/E),1500,6
 3 Chestwood ,3,5,Low, E,448,Small_Unit,3208000,7161,18/12/2014,North,8. Normal (Poor Direction - N/W),1300,4.5
 2 Sherwood ,1,8,Low, C,551,Middle_Unit,3700000,6715,18/12/2014,North East,6. Normal (Good Direction - S/E),500,6
 5 Lynwood ,9,9,Low, F,442,Small_Unit,3180000,7195,18/12/2014,South,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,1,1,Low, H,552,Middle_Unit,3470000,6286,17/12/2014,East,10. Poor Street (Light Rail Track / Road),450,2
 3 Chestwood ,5,15,Mid, B,633,Large_Unit,4250000,6714,17/12/2014,South,1. Premium Plus (Full Park),1300,9
 1 Locwood ,2,23,Mid, B,633,Large_Unit,3960000,6256,16/12/2014,South West,2. Premium (Open Channel/Greenery),450,8.5
 5 Lynwood ,2,22,Mid, D,544,Middle_Unit,3732500,6861,16/12/2014,South,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,11,17,Mid, G,547,Middle_Unit,3800000,6947,16/12/2014,East,4. Good Open (Distant Greenery),1400,7
 2 Sherwood ,6,16,Mid, C,551,Middle_Unit,3850000,6987,15/12/2014,South East,1. Premium Plus (Full Park),500,9
 1 Locwood ,6,10,Low, A,639,Large_Unit,3500000,5477,15/12/2014,North East,10. Poor Street (Light Rail Track / Road),450,2
 6 Maywood ,6,2,Low, A,629,Large_Unit,3900000,6200,15/12/2014,North East,4. Good Open (Distant Greenery),1500,7
 1 Locwood ,12,21,Mid, B,633,Large_Unit,4190000,6619,12/12/2014,South East,2. Premium (Open Channel/Greenery),500,8.5
 1 Locwood ,10,4,Low, A,636,Large_Unit,3740000,5881,12/12/2014,North East,10. Poor Street (Light Rail Track / Road),500,2
 7 Kenswood ,12,24,Mid, H,547,Middle_Unit,3680000,6728,12/12/2014,North West,10. Poor Street (Busy Road),1400,2
 7 Kenswood ,11,16,Mid, C,546,Middle_Unit,3730000,6832,12/12/2014,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,13,21,Mid, G,548,Middle_Unit,3750000,6843,11/12/2014,East,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,7,3,Low, F,442,Small_Unit,3150000,7127,11/12/2014,North East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,5,7,Low, C,544,Middle_Unit,3000000,5515,11/12/2014,South East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,13,3,Low, A,639,Large_Unit,3950000,6182,10/12/2014,South East,2. Premium (Open Channel/Greenery),500,8.5
 6 Maywood ,7,15,Mid, D,544,Middle_Unit,3680000,6765,10/12/2014,South East,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,2,28,High, C,544,Middle_Unit,3800000,6985,9/12/2014,North East,4. Good Open (Distant Greenery),1500,7
 1 Locwood ,2,4,Low, E,448,Small_Unit,3228000,7205,9/12/2014,North,10. Poor Street (Light Rail Track / Road),450,2
 3 Chestwood ,2,19,Mid, E,448,Small_Unit,3200000,7143,9/12/2014,North,8. Normal (Poor Direction - N/W),1300,4.5
 5 Lynwood ,7,12,Mid, G,547,Middle_Unit,3730000,6819,9/12/2014,South East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,6,38,High, A,1462,Large_Unit,9380000,6416,8/12/2014,North East,4. Good Open (Distant Greenery),1400,7
 3 Chestwood ,3,9,Low, H,552,Middle_Unit,3750000,6793,8/12/2014,South East,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,2,33,High, E,448,Small_Unit,3330000,7433,5/12/2014,North,8. Normal (Poor Direction - N/W),500,4.5
 1 Locwood ,8,10,Low, F,449,Small_Unit,3280000,7305,5/12/2014,North West,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,1,25,Mid, F,442,Small_Unit,3255000,7364,5/12/2014,East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,5,34,High, A,648,Large_Unit,4330000,6682,5/12/2014,South West,5. Good Internal (Pool/Piazza),1400,6.5
 2 Sherwood ,6,25,Mid, F,449,Small_Unit,3160000,7038,5/12/2014,North,8. Normal (Poor Direction - N/W),500,4.5
 5 Lynwood ,8,10,Low, G,547,Middle_Unit,3610000,6600,4/12/2014,North East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,13,17,Mid, H,549,Middle_Unit,3730000,6794,4/12/2014,North,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,6,20,Mid, H,547,Middle_Unit,3668000,6706,3/12/2014,North West,10. Poor Street (Busy Road),1500,2
 5 Lynwood ,3,9,Low, C,546,Middle_Unit,3500000,6410,2/12/2014,South East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,13,31,High, H,547,Middle_Unit,3830000,7002,2/12/2014,North,8. Normal (Poor Direction - N/W),1400,4.5
 6 Maywood ,7,1,Low, G,544,Middle_Unit,3500000,6434,2/12/2014,South East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,6,31,High, E,446,Small_Unit,3500000,7848,1/12/2014,North West,10. Poor Street (Busy Road),1400,2
 1 Locwood ,6,18,Mid, F,449,Small_Unit,3330000,7416,28/11/2014,North,10. Poor Street (Light Rail Track / Road),450,2
 5 Lynwood ,6,8,Low, F,442,Small_Unit,3180000,7195,28/11/2014,North,8. Normal (Poor Direction - N/W),1500,4.5
 3 Chestwood ,4,6,Low, C,551,Middle_Unit,3650000,6624,28/11/2014,South West,1. Premium Plus (Full Park),1300,9
 6 Maywood ,7,15,Mid, C,544,Middle_Unit,3650000,6710,27/11/2014,West,8. Normal (Poor Direction - N/W),1500,4.5
 1 Locwood ,1,22,Mid, A,636,Large_Unit,3830000,6022,27/11/2014,South West,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,6,30,High, D,544,Middle_Unit,3920000,7206,26/11/2014,South West,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,5,27,High, H,549,Middle_Unit,3688000,6718,26/11/2014,South East,2. Premium (Open Channel/Greenery),450,8.5
 2 Sherwood ,2,22,Mid, B,633,Large_Unit,4035000,6374,25/11/2014,South West,1. Premium Plus (Full Park),500,9
 6 Maywood ,6,10,Low, F,441,Small_Unit,3360000,7619,25/11/2014,North,4. Good Open (Distant Greenery),1500,7
 7 Kenswood ,9,12,Mid, G,547,Middle_Unit,3720000,6801,25/11/2014,East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,2,22,Mid, G,544,Middle_Unit,2900000,5331,25/11/2014,South West,6. Normal (Good Direction - S/E),1500,6
 2 Sherwood ,3,12,Mid, A,639,Large_Unit,4075000,6377,25/11/2014,South West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,3,32,High, B,630,Large_Unit,3830000,6079,24/11/2014,South,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,9,38,High, C,1244,Large_Unit,8000000,6431,24/11/2014,South West,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,13,23,Mid, B,633,Large_Unit,4138000,6537,24/11/2014,South East,2. Premium (Open Channel/Greenery),500,8.5
 1 Locwood ,12,6,Low, C,551,Middle_Unit,3700000,6715,24/11/2014,South,2. Premium (Open Channel/Greenery),500,8.5
 7 Kenswood ,1,7,Low, B,630,Large_Unit,3980000,6317,21/11/2014,South,5. Good Internal (Pool/Piazza),1400,6.5
 6 Maywood ,7,19,Mid, A,629,Large_Unit,4390000,6979,21/11/2014,South East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,6,26,High, H,549,Middle_Unit,3470000,6321,21/11/2014,North West,10. Poor Street (Light Rail Track / Road),450,2
 7 Kenswood ,3,26,High, H,547,Middle_Unit,3630000,6636,20/11/2014,South East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,1,16,Mid, H,540,Middle_Unit,3780000,7000,20/11/2014,East,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,6,25,Mid, E,441,Small_Unit,3280000,7438,20/11/2014,North West,4. Good Open (Distant Greenery),1500,7
 2 Sherwood ,4,32,High, C,551,Middle_Unit,3600000,6534,19/11/2014,South West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,4,13,Mid, A,638,Large_Unit,3860000,6050,19/11/2014,South East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,4,34,High, F,441,Small_Unit,3350000,7596,18/11/2014,West,8. Normal (Poor Direction - N/W),1500,4.5
 7 Kenswood ,1,16,Mid, D,544,Middle_Unit,3680000,6765,18/11/2014,North East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,1,25,Mid, D,544,Middle_Unit,3800000,6985,17/11/2014,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,8,7,Low, E,448,Small_Unit,3280000,7321,14/11/2014,North West,10. Poor Street (Light Rail Track / Road),500,2
 2 Sherwood ,1,28,High, C,551,Middle_Unit,3900000,7078,14/11/2014,North East,6. Normal (Good Direction - S/E),500,6
 6 Maywood ,8,26,High, C,544,Middle_Unit,3980000,7316,14/11/2014,South East,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,3,11,Mid, E,441,Small_Unit,3270000,7415,14/11/2014,North,4. Good Open (Distant Greenery),1500,7
 2 Sherwood ,5,29,High, F,449,Small_Unit,3288000,7323,14/11/2014,South West,1. Premium Plus (Full Park),500,9
 6 Maywood ,2,26,High, G,544,Middle_Unit,3560000,6544,13/11/2014,South West,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,1,4,Low, E,446,Small_Unit,3150000,7063,12/11/2014,South West,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,14,23,Mid, F,442,Small_Unit,3308000,7484,12/11/2014,North East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,13,6,Low, H,550,Middle_Unit,3410000,6200,12/11/2014,North,8. Normal (Poor Direction - N/W),1400,4.5
 7 Kenswood ,3,28,High, E,446,Small_Unit,3250000,7287,11/11/2014,North,8. Normal (Poor Direction - N/W),1400,4.5
 7 Kenswood ,3,21,Mid, C,546,Middle_Unit,3680000,6740,11/11/2014,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,9,20,Mid, A,635,Large_Unit,4000000,6299,11/11/2014,North East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,2,30,High, D,540,Middle_Unit,3800000,7037,11/11/2014,North East,4. Good Open (Distant Greenery),1500,7
 3 Chestwood ,3,4,Low, F,449,Small_Unit,3080000,6860,11/11/2014,East,6. Normal (Good Direction - S/E),1300,6
 2 Sherwood ,4,30,High, D,551,Middle_Unit,3860000,7005,11/11/2014,South,1. Premium Plus (Full Park),500,9
 3 Chestwood ,6,2,Low, C,551,Middle_Unit,3330000,6044,11/11/2014,South East,1. Premium Plus (Full Park),1300,9
 6 Maywood ,6,15,Mid, F,441,Small_Unit,3200000,7256,11/11/2014,North,4. Good Open (Distant Greenery),1500,7
 5 Lynwood ,1,20,Mid, G,547,Middle_Unit,3760000,6874,10/11/2014,North East,5. Good Internal (Pool/Piazza),1500,6.5
 3 Chestwood ,5,30,High, B,633,Large_Unit,3900000,6161,7/11/2014,South,1. Premium Plus (Full Park),1300,9
 5 Lynwood ,4,14,Mid, F,442,Small_Unit,3180000,7195,7/11/2014,West,10. Poor Street (Busy Road),1500,2
 1 Locwood ,2,15,Mid, H,549,Middle_Unit,3590000,6539,7/11/2014,North,10. Poor Street (Light Rail Track / Road),450,2
 6 Maywood ,6,27,High, E,441,Small_Unit,3360000,7619,7/11/2014,North West,4. Good Open (Distant Greenery),1500,7
 5 Lynwood ,6,19,Mid, C,546,Middle_Unit,3722000,6817,7/11/2014,South East,5. Good Internal (Pool/Piazza),1500,6.5
 2 Sherwood ,2,29,High, E,448,Small_Unit,3200000,7143,6/11/2014,North,8. Normal (Poor Direction - N/W),500,4.5
 5 Lynwood ,1,14,Mid, G,547,Middle_Unit,3000000,5484,6/11/2014,North East,5. Good Internal (Pool/Piazza),1500,6.5
 2 Sherwood ,1,23,Mid, A,636,Large_Unit,3930000,6179,5/11/2014,South West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,4,17,Mid, E,446,Small_Unit,3260000,7309,5/11/2014,South West,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,6,14,Mid, H,550,Middle_Unit,3800000,6909,5/11/2014,North West,10. Poor Street (Busy Road),1500,2
 5 Lynwood ,6,14,Mid, G,547,Middle_Unit,4000000,7313,5/11/2014,South,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,1,28,High, G,548,Middle_Unit,3400000,6204,5/11/2014,South West,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,8,11,Mid, A,636,Large_Unit,3980000,6258,4/11/2014,South East,2. Premium (Open Channel/Greenery),500,8.5
 1 Locwood ,13,8,Low, A,639,Large_Unit,2500000,3912,4/11/2014,South East,2. Premium (Open Channel/Greenery),500,8.5
 7 Kenswood ,7,5,Low, E,446,Small_Unit,3150000,7063,4/11/2014,South West,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,3,24,Mid, C,551,Middle_Unit,3550000,6443,4/11/2014,South East,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,13,27,High, D,551,Middle_Unit,3600000,6534,4/11/2014,South East,2. Premium (Open Channel/Greenery),500,8.5
 1 Locwood ,5,24,Mid, D,551,Middle_Unit,3780000,6860,4/11/2014,South West,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,9,2,Low, A,639,Large_Unit,4168000,6523,4/11/2014,North East,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,2,32,High, C,551,Middle_Unit,3200000,5808,3/11/2014,North East,10. Poor Street (Light Rail Track / Road),450,2
 5 Lynwood ,3,4,Low, G,547,Middle_Unit,3880000,7093,3/11/2014,South East,5. Good Internal (Pool/Piazza),1500,6.5
 2 Sherwood ,6,27,High, B,633,Large_Unit,3880000,6130,3/11/2014,South East,1. Premium Plus (Full Park),500,9
 5 Lynwood ,10,22,Mid, B,630,Large_Unit,3600000,5714,31/10/2014,East,5. Good Internal (Pool/Piazza),1500,6.5
 2 Sherwood ,4,25,Mid, F,449,Small_Unit,2800000,6236,31/10/2014,West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,8,2,Low, D,547,Middle_Unit,3460000,6325,31/10/2014,North,8. Normal (Poor Direction - N/W),1400,4.5
 7 Kenswood ,9,11,Mid, A,638,Large_Unit,4100000,6426,30/10/2014,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,9,14,Mid, F,449,Small_Unit,3210000,7149,29/10/2014,South,2. Premium (Open Channel/Greenery),500,8.5
 7 Kenswood ,14,19,Mid, C,546,Middle_Unit,3955000,7244,28/10/2014,North West,10. Poor Street (Busy Road),1400,2
 7 Kenswood ,9,37,High, D,544,Middle_Unit,3786000,6960,27/10/2014,North,8. Normal (Poor Direction - N/W),1400,4.5
 7 Kenswood ,12,13,Mid, A,638,Large_Unit,4198800,6581,27/10/2014,North East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,10,9,Low, G,547,Middle_Unit,3680000,6728,24/10/2014,South West,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,2,5,Low, H,552,Middle_Unit,3580000,6486,24/10/2014,North,10. Poor Street (Light Rail Track / Road),450,2
 6 Maywood ,7,14,Mid, G,544,Middle_Unit,3430000,6305,24/10/2014,South East,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,7,14,Mid, H,544,Middle_Unit,3420000,6287,24/10/2014,East,6. Normal (Good Direction - S/E),1500,6
 2 Sherwood ,2,27,High, E,448,Small_Unit,3400000,7589,24/10/2014,North,8. Normal (Poor Direction - N/W),500,4.5
 1 Locwood ,5,14,Mid, F,449,Small_Unit,3420000,7617,24/10/2014,South West,2. Premium (Open Channel/Greenery),450,8.5
 2 Sherwood ,4,34,High, E,448,Small_Unit,3328680,7430,24/10/2014,South West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,5,11,Mid, G,547,Middle_Unit,3560000,6508,23/10/2014,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,10,22,Mid, D,551,Middle_Unit,3250000,5898,22/10/2014,North,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,10,1,Low, F,442,Small_Unit,2900000,6561,22/10/2014,South West,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,2,19,Mid, H,540,Middle_Unit,3760000,6963,22/10/2014,West,8. Normal (Poor Direction - N/W),1500,4.5
 1 Locwood ,13,30,High, H,549,Middle_Unit,3638000,6627,22/10/2014,North,10. Poor Street (Light Rail Track / Road),500,2
 7 Kenswood ,11,7,Low, E,446,Small_Unit,3168000,7103,22/10/2014,West,10. Poor Street (Busy Road),1400,2
 1 Locwood ,14,33,High, C,551,Middle_Unit,3880000,7042,22/10/2014,North West,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,9,21,Mid, A,635,Large_Unit,4280000,6740,22/10/2014,North East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,13,9,Low, A,639,Large_Unit,3988000,6241,21/10/2014,South East,2. Premium (Open Channel/Greenery),500,8.5
 1 Locwood ,3,13,Mid, H,549,Middle_Unit,3680000,6703,21/10/2014,South East,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,6,24,Mid, E,448,Small_Unit,3080000,6875,20/10/2014,North West,10. Poor Street (Light Rail Track / Road),450,2
 6 Maywood ,3,20,Mid, D,540,Middle_Unit,1500000,2778,17/10/2014,North,4. Good Open (Distant Greenery),1500,7
 1 Locwood ,4,31,High, H,549,Middle_Unit,3728000,6791,17/10/2014,South West,2. Premium (Open Channel/Greenery),450,8.5
 2 Sherwood ,6,8,Low, E,448,Small_Unit,2500000,5580,17/10/2014,North West,1. Premium Plus (Full Park),500,9
 1 Locwood ,1,9,Low, F,449,Small_Unit,3090000,6882,17/10/2014,East,10. Poor Street (Light Rail Track / Road),450,2
 5 Lynwood ,8,5,Low, H,550,Middle_Unit,3720000,6764,17/10/2014,South East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,7,13,Mid, F,442,Small_Unit,3280000,7421,17/10/2014,North East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,4,9,Low, G,547,Middle_Unit,3500000,6399,17/10/2014,North East,4. Good Open (Distant Greenery),1400,7
 3 Chestwood ,4,10,Low, H,552,Middle_Unit,3750000,6793,16/10/2014,South West,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,6,7,Low, G,548,Middle_Unit,3328000,6073,16/10/2014,South,1. Premium Plus (Full Park),500,9
 2 Sherwood ,4,5,Low, C,551,Middle_Unit,3688000,6693,16/10/2014,South West,1. Premium Plus (Full Park),500,9
 1 Locwood ,6,9,Low, D,551,Middle_Unit,2500000,4537,16/10/2014,South West,2. Premium (Open Channel/Greenery),450,8.5
 5 Lynwood ,8,17,Mid, H,547,Middle_Unit,3700000,6764,16/10/2014,South East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,3,12,Mid, E,448,Small_Unit,3200000,7143,16/10/2014,North,10. Poor Street (Light Rail Track / Road),450,2
 6 Maywood ,4,27,High, C,544,Middle_Unit,4000000,7353,16/10/2014,South West,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,6,19,Mid, A,635,Large_Unit,4238000,6674,15/10/2014,North East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,8,10,Low, E,446,Small_Unit,3090000,6928,15/10/2014,North West,10. Poor Street (Busy Road),1500,2
 2 Sherwood ,2,35,High, B,633,Large_Unit,4730000,7472,15/10/2014,South West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,7,4,Low, C,546,Middle_Unit,3678000,6736,15/10/2014,West,10. Poor Street (Busy Road),1400,2
 1 Locwood ,2,8,Low, D,551,Middle_Unit,3660000,6642,14/10/2014,South,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,12,11,Mid, A,638,Large_Unit,3700000,5799,14/10/2014,North East,4. Good Open (Distant Greenery),1400,7
 3 Chestwood ,3,32,High, G,548,Middle_Unit,4118800,7516,14/10/2014,South East,1. Premium Plus (Full Park),1300,9
 6 Maywood ,3,4,Low, F,441,Small_Unit,3150000,7143,14/10/2014,East,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,4,4,Low, E,441,Small_Unit,3200000,7256,14/10/2014,South West,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,12,23,Mid, E,448,Small_Unit,3008000,6714,13/10/2014,South West,2. Premium (Open Channel/Greenery),500,8.5
 3 Chestwood ,3,6,Low, G,548,Middle_Unit,3290000,6004,13/10/2014,South East,1. Premium Plus (Full Park),1300,9
 3 Chestwood ,6,5,Low, B,633,Large_Unit,3620000,5719,13/10/2014,South East,1. Premium Plus (Full Park),1300,9
 3 Chestwood ,4,13,Mid, F,449,Small_Unit,3070000,6837,13/10/2014,West,1. Premium Plus (Full Park),1300,9
 5 Lynwood ,6,18,Mid, E,446,Small_Unit,2500000,5605,10/10/2014,North West,10. Poor Street (Busy Road),1500,2
 7 Kenswood ,1,15,Mid, H,547,Middle_Unit,3680000,6728,10/10/2014,East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,3,8,Low, F,442,Small_Unit,3188000,7213,10/10/2014,East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,5,7,Low, E,448,Small_Unit,3180000,7098,10/10/2014,North East,10. Poor Street (Light Rail Track / Road),450,2
 6 Maywood ,4,20,Mid, D,540,Middle_Unit,3550000,6574,10/10/2014,South,6. Normal (Good Direction - S/E),1500,6
